NID,GUBUN,CODE12,CODE3,CODE4,BIR1,BIR2,BIR3,TYPE,MFAM1,MFAM2,MFAM3,FFAM1,FFAM2,FFAM3,FAM1,FAM2,FAM3,HFAM1,HFAM2,Q1A1,Q1A2,Q1B1,Q1B2,Q1C1,Q1C2,Q2,Q2A,Q3,Q3A,Q4,Q4A,Q5,Q6,Q7,Q7_1,Q7_2,Q8,Q9,Q9A,Q10,Q11,Q12,Q12_1,Q13,Q14A1,Q14A2,Q14A3,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,BQ11A1,BQ11A2,BQ11A3,BQ11A4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q30,Q30_1,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q31A6,Q31A7,Q31A8,Q31A9,Q32A1,Q32A2,Q32A3,Q32A4,Q32A5,Q32A6,Q33,Q33_1,Q34,Q35,Q35_1,Q35_2,Q36,Q37,Q38,Q39,Q40,Q41,Q41A,Q41B,Q41C1,Q41C2,Q42A1,Q42A2,Q42A3,Q42A4,Q42A5,Q42A6,Q42A7,Q42A8,Q42A9,Q42A10,Q42A11,Q42A12,Q42A13,Q43,Q44,Q45,Q46,Q47,Q47_1,Q48,Q48A,Q49,Q49A,Q49B1,Q49B2,Q50,Q50A,Q50B1,Q50B2,Q51,Q52,Q53,Q54,Q54_1,Q55,Q56A1,Q56A2,Q56A3,Q57,Q58,Q59,BQ25,Q60,Q60_1,Q61,Q62,Q63,Q64,Q65A1,Q65A2,Q66,Q67A1,Q67A2,Q67A3,Q67A4,Q67A5,Q68,Q68_1,Q69,Q70,Q70_1,Q70_2,Q71A1,Q71A2,Q71A3,Q71A4,Q72,Q73,Q74,Q74A,Q75A1,Q75A2,Q75A3,Q75A4,Q75A5,Q75A6,Q75A7,Q76A1,Q76A2,Q76A3,Q76A4,Q76A5,Q77A1,Q77A2,Q77A3,Q78,Q79,Q79_1,Q79_2,Q80,Q80A,Q81,Q81A,Q82,Q82_1A1,Q82_1A2,Q82_1B1,Q82_1B2,Q83A1,Q83A2,Q83A3,Q83A4,Q83_1A1,Q83_1A2,Q83_1A3,Q83_1A4,Q84,Q85,Q86,Q87A1,Q87A2,Q87A3,Q87A4,DQ1,DQ2,DQ3,BDQ3A1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ4C,DQ4D1,DQ4D2,DQ4E,DQ4F1,DQ4F2,DQ5A,DQ5B1,DQ5B2,DQ5C,DQ5D,DQ5E,DQ5F1,DQ5F2,WT,WWT
12036,1,22040610651,25,33,1984,6,8,3,2,0,1,1,0,0,3,0,1,1,1,4,6,14,18,19,35,2, ,2, ,2, ,1,1,2, , , ,2, ,1,3,2, ,2,4,3,4,1,2,2, ,3,4,4,4, , , , , , ,2,2,2,4,8550,2,2,90,0,2, ,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1, ,3,2,2,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,200,2,2, ,3, ,3, , , ,3, , , ,1,4, , , ,5,4,4,4,2,2,1, , , ,4,1,1, ,2,2,3,5,4,3,4,4,2, ,4,2, , ,5,3,4,4,1,2,2,3,4,3,4,4,4,3,4,4,3,4,3,3,4,4,4,1,1, , ,1, ,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,8, ,6,6,5,3,4,2004,3,1,2010,2,1,1, ,1,1,3,5,0,.621215045203434,3411.22763584403
12037,1,22040610651,9,3,1995,3,6,3,2,0,1,1,0,0,3,0,1,1,1,3,12,13,18,19,30,2, ,2, ,2, ,4,5,2, , , ,2, ,1,2,2, ,2,4,5,5,1,2,2, ,3,4,3,3, , , , , , ,2,2,2,4,8550,2,2,20,100,2, ,2,2,2,2,1,2,2,2,2,3,2,2,1,1,1,1, ,2,2,3,3,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,6,2,2,3,2,2,1, , , ,4,1,1, ,2,2,3,4,4,3,5,4,2, ,4,2, , ,3,3,4,4,1,3,2,2,3,2,2,3,2,3,3,4,4,4,3,3,3,4,3,1,1, , ,2,1,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,4,6,6,3,5,2015,3,2, , , , , , , , , , ,.716136886066832,3932.4642177629
12038,1,22040610651,10,7,1996,11,23,3,2,0,1,1,0,0,3,0,1,1,1,4,13,14,18,19,30,2, ,2, ,2, ,4,4,2, , , ,2, ,1,2,2, ,2,4,3,3,1,2,2, ,3,4,3,4, , , , , , ,2,2,2,6,8550,2,2,20,100,2, ,2,2,2,2,1,2,2,2,2,4,3,4,4,3,4,1, ,2,2,4,3,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,4,4,4,2,2,1, , , ,4,2,1, ,2,2,3,4,5,5,4,4,2, ,4,2, , ,5,4,3,4,1,2,2,3,4,3,4,3,3,2,3,4,3,3,2,2,2,3,2,1,1, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,5,5,3,4,2016,3,2, , , , , , , , , , ,.716136886066832,3932.4642177629
12039,1,22040610651,22,27,1985,10,1,3,1,0,0,2,0,1,3,0,1,1,1,5,12,13,18,19,40,2, ,2, ,3, ,4,5,2, , , ,2, ,2,3,2, ,3,4,5,5,1,2,2, ,4,3,3,3, , , , , , ,2,2,2,6,8800,2,2,80,0,2, ,2,2,2,2,1,2,2,2,2,3,2,3,4,3,3,1, ,2,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,180,3,1,1,3, ,3, , , ,3, , , ,1,1,1,2,2,6,2,3,3,2,2,1, , , ,4,1,1, ,2,2,4,4,5,4,3,4,2, ,4,1,2,1,6,4,3,3,1,2,2,2,4,2,3,4,3,2,3,4,4,3,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,5,4,4,3,8,2005,3,1,2007,2,1,1, ,1,1,1,2,0,.448144203271809,2460.85780253998
12045,1,22040650671,14,9,1983,11,2,3,1,0,1,2,0,1,3,0,2,2,2,7,12,13,18,19,35,2, ,2, ,2, ,1,2,1,2, ,2,1,1,1,2,2, ,3,4,4,4,1,2,2, ,3,3,4,4, , , , , , ,2,2,2,8,8900,3,2,70,0,1,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,3,1, ,3,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,320,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,4,2,4,2,1,5,4,2, , ,6,2,3,2,1,3,2,2,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,5,4,3,3,2002,3,1,2008,2,1,1, ,1,1,4,8,11,.976195071033968,5360.50057061204
12046,1,22040650671,12,7,1985,11,23,3,2,0,1,1,0,1,3,0,2,2,2,5,12,13,18,19,35,2, ,2, ,2, ,1,2,1,2, ,2,1,1,2,3,2, ,2,4,4,4,1,2,2, ,4,4,4,5, , , , , , ,2,2,2,2,9500,3,2,25,0,2, ,2,2,2,2,1,2,2,2,2,3,4,2,4,3,4,1, ,3,2,3,2,3,3,2,2,2,3, , ,1,3,2,3,2,3,2,2,1,1,3,2,2,5,5,9, , , , , ,3, ,3, , , ,3, , , ,1,1,1,2,2,6,5,1,3,2,2,3, ,2, ,4,2,1, ,2,2,2,3,2,2,3,1,2, ,4,2, , ,6,2,3,2,7,3,2,2,3,4,4,3,2,4,3,3,3,3,2,2,4,3,3,1,4, , ,2,4,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,6,4,4,3,1,2004,3,1,2008,2, , , , , , , , ,.704226605141414,3867.06226113426
12048,1,22040650671,20,15,1987,1,8,3,1,0,1,1,0,1,2,0,2,2,2,5,12,13,19,20,35,2, ,2, ,2, ,5,1,1,2, ,1,2, ,1,3,2, ,3,4,4,4,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,7,9500,2,2,60,0,1,1,2,2,2,2,1,2,2,2,2,4,3,4,2,4,3,1, ,3,2,5,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,260,3,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,6,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,2,4,2,2, ,4,2, , ,5,2,3,2,1,3,2,3,3,4,4,4,3,3,4,4,4,4,3,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,6,4,4,3,1,2006,3,1,2010,2,1,1, ,1,1,4,4,3,.352113302570707,1933.53113056713
12049,1,22040650671,20,15,1987,10,20,3,1,0,1,1,0,1,2,0,2,2,2,6,12,13,18,19,35,2, ,2, ,2, ,5,2,1,2, ,1,2, ,1,2,2, ,3,4,4,4,1,2,2, ,4,4,3,3, , , , , , ,2,1,2,4,9000,2,2,60,0,2, ,2,2,1,2,2,2,2,2,2,3,4,3,4,2,3,2,3,3,2,3,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,220,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,4,4,3,1,2, ,3,2, , ,6,2,3,2,3,3,2,3,4,3,4,4,2,3,4,4,3,3,2,2,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,4,4,3,2,2006,3,1,2012,2,1,1, ,1,5,3,3,11,.488097535516984,2680.25028530602
12050,1,37011110731,48,45,1994,8,4,1,2,0,1,1,0,0,3,0,1,1,1,7,12,13,18,19,29,2, ,2, ,2, ,2,2,2, , , ,2, ,2,3,2, ,3,2,3,3,2, , , , , , , , , , , ,3,2,2,2,2,2,8900,3,2,15,0,2, ,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,1, ,3,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,4,4,2,2,1, , , ,4,2,1, ,2,2,4,3,4,3,1,2,2, ,5,1,2,1,4,4,4,4,1,2,2,15,3,4,4,4,3,3,3,2,1,2,3,2,3,3,3,2,1, , ,2,3,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4, , , , , , , ,1,1, ,1,1,2,2,1,.752259057572405,4130.81895926172
12051,1,37011110731,4,3,1988,2,5,1,2,0,1,2,0,1,4,0,2,2,2,7,12,13,18,19,34,2, ,2, ,2, ,2,2,2, , , ,2, ,2,3,2, ,3,4,4,4,2, , , , , , , , , , , ,5,2,2,2,2,2,9000,3,2,100,0,2, ,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,1, ,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,7,250,3,1,1,3, ,3, , , ,3, , , ,2, , , , ,7,4,4,4,2,2,1, , , ,4,1,1, ,2,2,4,1,1,1,1,1,1,1,5,2, , ,2,1,3,2,1,2,2,30,4,4,4,3,4,4,3,1,1,1,1,1,2,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,5, ,4,2,2, , , , , , , ,1,1, ,1,1,1,7,4,.652549328971337,3583.29103895019
12052,1,37011110731,4,3,1994,7,2,1,2,0,1,2,0,1,4,0,2,2,2,7,11,12,18,19,30,1,30,2, ,2, ,2,2,2, , , ,2, ,2,2,2, ,3,4,4,4,2, , , , , , , , , , , ,4,2,2,2,2,2,9000,3,2,60,0,2, ,2,2,2,2,1,2,2,2,2,2,4,3,3,3,3,1, ,3,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,3,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,5,3,3,3,2,2,1, , , ,3,2,1, ,2,2,3,1,1,1,1,1,2, ,4,2, , ,3,3,3,3,1,1,2,30,3,4,4,3,4,3,4,1,2,2,2,1,2,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,4,2,2, , , , , , , ,1,1, ,1,1,1,2,4,.724424371578025,3977.97261268302
12053,1,37011110731,9,11,1984,10,5,1,0,0,0,1,0,1,1,0,1,1,1,7,12,13,18,19,35,2, ,2, ,2, ,1,2,2, , , ,2, ,2,3,2, ,3,3,3,3,2, , , , , , , , , , , ,5,2,2,2,2,2,9000,3,2,150,0,2, ,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,3,3,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,4,250,2,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,5,3,3,3,2,2,3, ,1,8,4,1,1, ,2,2,5,1,2,1,1,1,2, ,5,1,2,1,3,3,3,3,1,3,2,30,3,4,4,4,3,4,3,1,1,1,1,1,3,2,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,3, ,4,2,2, , , , , , , ,1,1, ,1,1,1,10,3,.470748738919624,2584.98425004415
12054,1,37011110731,67,85,1989,5,4,1,3,0,2,1,0,0,4,0,2,2,2,7,12,13,18,19,34,2, ,2, ,2, ,2,2,2, , , ,2, ,2,3,2, ,3,4,4,4,2, , , , , , , , , , , ,2,2,2,2,2,2,10000,3,2,30,0,2, ,2,2,2,2,1,2,2,2,2,3,4,3,3,3,3,1, ,3,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,3,1,1,3, ,3, , , ,3, , , ,1,2,1,1, ,7,3,3,3,2,2,1, , , ,5,1,1, ,2,2,4,3,4,3,2,2,2, ,5,2, , ,4,3,4,4,1,1,2,20,3,4,4,3,3,4,3,2,2,2,2,2,3,4,3,1,1, , ,2,1,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,4,4, , , , , , , ,1,1, ,1,1,1,2,8,.600496676342224,3297.45854255713
12055,1,37011110731,67,85,1986,5,4,1,3,0,2,1,0,0,4,0,2,2,2,7,12,13,18,19,30,2, ,2, ,2, ,2,1,2, , , ,2, ,2,3,2, ,3,3,3,3,2, , , , , , , , , , , ,2,2,2,2,2,2,10000,3,2,50,0,2, ,2,2,2,2,1,2,2,2,2,2,4,3,2,2,2,1, ,3,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,4,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,6,3,4,3,2,2,1, , , ,4,1,1, ,2,2,4,3,2,1,2,2,2, ,3,2, , ,3,2,3,3,1,1,2,30,3,4,3,4,3,3,3,3,3,3,3,2,3,2,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,4,4, , , , , , , ,1,1, ,1,1,1,3,4,.652549328971337,3583.29103895019
12057,1,37011110731,6,6,1991,3,4,1,1,0,0,2,0,1,3,0,1,1,1,6,12,13,20,21,35,2, ,2, ,2, ,2,1,2, , , ,2, ,2,2,2, ,3,3,3,3,2, , , , , , , , , , , ,4,2,2,2,2,2,10000,3,2,60,100,2, ,2,2,2,2,1,2,2,2,2,2,4,3,4,3,3,1, ,3,1,2,2,3,3,2,2,5,3, , ,1,6,3,3,3,3,3,3,2,2,2,2,3,6,6,8, , , , , ,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,4,4,2,2,1, , , ,4,2,1, ,2,2,4,2,1,2,2,1,2, ,5,1,2,1,3,4,3,4,1,3,2,20,3,4,3,4,3,4,3,2,1,2,3,2,3,3,3,1,3, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,4,4,4, , , , , , , , , , , , , , , ,.537487879148316,2951.46346090427
12058,1,37011110731,66,60,1990,3,2,1,3,0,2,1,0,0,4,0,2,2,2,7,12,13,19,20,35,2, ,2, ,2, ,2,2,2, , , ,2, ,2,3,2, ,3,2,2,2,2, , , , , , , , , , , ,5,2,2,2,2,2,9000,3,2,80,0,2, ,2,2,2,2,1,2,2,2,2,3,3,3,4,3,3,1, ,3,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,7,250,4,1,1,3, ,3, , , ,3, , , ,1,3,1,2,2,4,4,4,4,2,2,1, , , ,4,2,1, ,2,2,4,1,2,1,2,1,2, ,5,2, , ,3,2,2,3,1,3,2,20,4,3,3,3,4,4,3,2,1,1,1,2,3,3,3,2,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,2,2, , , , , , , ,1,1, ,1,1,1,4,5,.600496676342224,3297.45854255713
12059,1,37011110731,66,60,1988,5,5,1,3,0,2,1,0,0,4,0,2,2,2,7,12,13,18,19,29,2, ,2, ,2, ,1,2,2, , , ,2, ,2,2,2, ,3,4,4,4,2, , , , , , , , , , , ,4,2,2,2,2,2,9000,3,2,120,0,2, ,2,2,2,2,1,2,2,2,2,2,4,3,4,4,4,1, ,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,3,1,1,3, ,3, , , ,3, , , ,1,2,2,2,2,7,4,4,4,2,2,1, , , ,5,2,1, ,2,2,2,1,1,1,1,1,1,1,5,2, , ,3,3,3,3,1,2,2,25,4,4,4,4,4,3,3,2,1,1,2,3,3,3,3,2,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,2,2, , , , , , , ,1,1, ,1,1,1,5,5,.652549328971337,3583.29103895019
12060,1,22040580381,11,7,1990,10,15,3,3,0,2,1,0,0,4,0,2,2,2,3,12,13,19,20,35,1,34,3, ,2, ,2,2,2, , , ,2, ,2,3,2, ,1,1,5,5,1,1,1,1,3,3,2,3, , , , , , ,2,2,2,7,9000,3,3,50,0,2, ,2,2,2,2,1,2,2,2,2,2,4,2,3,3,3,2,8,3,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,2,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,8,4,2,3,2,2,1, , , ,4,2,1, ,2,2,3,2,2,2,5,2,2, ,5,2, , ,4,2,2,4,7,2,2,5,4,3,3,3,3,5,4,3,2,2,3,4,3,3,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,6,4,4,3,3,2009,3,1,2016,2,1,1, ,1,4,3,3,0,.419218704971718,2302.02156709511
12061,1,22040580381,11,7,1993,6,9,3,3,0,2,1,0,0,4,0,2,2,2,4,12,13,19,20,30,2, ,2, ,2, ,1,1,2, , , ,2, ,1,3,2, ,3,3,4,5,1,2,2, ,4,4,5,5, , , , , , ,2,2,2,8,9000,3,2,50,0,1,1,2,2,2,2,1,2,2,2,2,3,3,3,3,2,2,1, ,3,2,2,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,2,1,4,3, ,3, , , ,3, , , ,2, , , , ,9,2,1,5,2,2,1, , , ,4,2,1, ,2,2,2,3,3,2,4,2,1,3,4,2, , ,4,2,5,4,1,2,2,5,4,2,3,4,3,5,3,3,4,3,4,5,3,3,3,1,1, , ,1, ,1, ,1,2017,2, , ,1,2,1,1,4, ,4,4,2,3,2,4,4,3,4,1,3,4, ,6,4,4,15,4,2012,3,1,2017,2,1,2, ,1,1,2,1,0,.419218704971718,2302.02156709511
12062,1,22040580381,49,48,1985,5,20,1,2,0,1,1,0,1,3,0,2,2,2,5,12,13,19,20,27,1,30,3, ,2, ,2,8,1,1,1,1,1,1,2,3,2, ,1,4,5,5,1,2,2, ,3,3,3,3, , , , , , ,2,2,2,8,9000,3,2,60,0,1,2,2,2,2,2,1,2,2,2,2,2,4,3,3,4,3,2,8,3,2,4,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,380,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,1,4,2,4,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,2,4,3,1,5,4,2, , ,4,4,4,2,2,3,2,3,5,2,3,3,3,5,4,3,2,2,1,3,5,4,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,6,4,3,5,2004,3,1,2010,2,1,1, ,1,5,5,5,0,.911115399631703,5003.13386590457
12065,1,22040580381,34,31,1985,1,28,1,0,0,0,2,0,1,2,0,1,1,1,3,12,13,19,20,29,2, ,2, ,3, ,2,8,2, , , ,2, ,2,3,2, ,3,2,4,5,2, , , , , , , , , , , ,2,2,1,2,2,4,10000,3,1,30,0,2, ,2,9,2,2,2,2,2,2,2,3,4,3,4,4,3,1, ,2,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,180,2,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,8,2,1,5,2,2,1, , , ,3,1,1, ,2,2,2,1,2,1,3,2,2, ,5,2, , ,2,2,4,3,1,2,2,1,3,2,3,4,4,5,4,2,2,2,2,3,3,4,2,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,3, ,4,3,2, , , , , , , ,1,1, ,1,1,1,3,0,.328639082399327,1804.62905519599
12068,1,22040580381,44,40,1983,11,18,1,1,0,0,1,0,1,2,0,1,1,1,4,12,13,19,20,30,1,31,3, ,3, ,2,5,2, , , ,2, ,2,3,2, ,1,2,5,5,1,2,2, ,2,2,3,2, , , , , , ,2,2,2,6,8500,3,2,50,0,2, ,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1, ,1,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,300,3,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,9,2,2,4,2,2,1, , , ,3,1,1, ,2,2,3,2,1,2,2,2,2, ,4,2, , ,3,5,4,4,1,2,2,3,5,3,3,4,5,4,3,3,3,2,2,3,4,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,7, ,5,4,4,3,2,2002,3,1,2004,2,2, ,2,1,1,1,3,6,.328639082399327,1804.62905519599
12072,1,37030590641,4,4,1979,6,3,1,1,0,1,2,0,1,3,0,2,2,2,7,13,14,19,20,39,2, ,2, ,2, ,4,3,1,2, ,1,1,1,2,3,2, ,1,4,4,4,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,2,9000,2,3,60,0,2, ,2,2,2,2,1,2,2,2,2,3,4,3,3,3,3,1, ,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , ,4,380,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,5,4,3,2,2,2,3, ,2, ,4,2,1, ,2,2,4,4,4,5,4,4,2, ,4,2, , ,4,3,3,2,1,3,2,1,4,4,2,4,3,3,3,3,2,2,3,3,3,2,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,5,4,4,15,1,1998,3,1,2003,2,2, ,2,1,1,1,7,0,.550794343329764,3024.53216505367
12073,1,37030590641,4,4,1980,5,6,1,1,0,1,2,0,1,3,0,2,2,2,7,12,13,19,20,35,2, ,2, ,1,30,3,5,1,1,4,1,1,1,2,3,2, ,2,4,4,4,1,2,2, ,4,4,4,3, , , , , , ,2,2,2,2,10000,2,1,20,0,2, ,2,2,2,2,2,2,2,2,2,3,3,2,2,4,4,1, ,2,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,180,3,1,1,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,2,3,2,2,3, ,2, ,4,2,1, ,2,2,4,4,4,3,4,4,2, ,4,2, , ,5,4,3,3,1,2,2,2,4,4,3,4,3,4,3,2,3,2,2,2,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,5,4,3,15,4,1999,3,1,2002,2,1,1, ,1,1,4,4,5,.702419693195305,3857.14011257444
12081,1,22310110911,12,30,1981,4,20,1,2,0,1,1,0,0,3,0,1,1,1,7,12,13,19,20,33,2, ,2, ,2, ,6,1,2, , , ,2, ,1,3,2, ,3,4,3,3,1,1,1,1,3,3,4,3, , , , , , ,2,1,2,8,9000,3,2,70,0,2, ,9,2,2,2,1,2,2,2,2,4,3,3,4,4,3,1, ,3,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,330,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,1, , , ,5,1,1, ,2,2,3,3,3,3,5,3,2, ,4,2, , ,2,1,4,4,10,5,2,3,4,4,2,4,4,5,3,3,1,1,1,1,4,4,4,1,1, , ,2,3,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,8, ,6,6,6,5,3,2008,3,1,2015,2,1,1, ,1,1,5,2,0,.472215148757263,2593.03662707889
12082,1,22310110911,5,11,1997,10,30,3,2,0,1,1,0,0,3,0,1,1,1,3,12,13,18,20,39,1,20,1,28,1,32,4,1,2, , , ,2, ,1,1,2, ,3,3,4,4,1,2,2, ,3,3,4,3, , , , , , ,1,2,2,8,8530,2,2,30,0,2, ,2,2,2,2,1,2,2,2,2,4,3,4,3,3,3,1, ,3,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,80,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,1, , , ,5,1,1, ,2,2,3,4,3,5,4,4,2, ,4,2, , ,2,2,4,4,2,5,2,5,3,4,3,4,4,3,3,2,1,1,1,1,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,3,3,3,5,2016,3,2, , ,1,2, ,1,1,1,0,4,.605961980518089,3327.46972272245
12085,1,22310110911,20,42,1985,6,27,1,2,0,1,2,0,1,4,0,2,2,2,6,13,14,19,20,32,2, ,2, ,2, ,6,1,2, , , ,2, ,1,3,2, ,3,3,4,4,1,2,1,1,3,4,4,3, , , , , , ,2,1,2,8,8800,3,2,50,0,2, ,9,2,2,2,2,2,2,2,2,4,3,3,2,3,3,1, ,3,2,2,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,8,4,1,4,2,2,1, , , ,5,1,1, ,2,2,4,4,3,3,3,3,2, ,4,2, , ,2,2,3,2,2,4,2,4,4,3,3,3,4,3,3,3,3,1,1,1,4,4,4,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,8, ,6,4,4,3,1,2004,3,1,2010,2,1,1, ,1,1,4,7,3,.525643499787521,2886.42338417572
12086,1,22310110911,20,42,1984,10,20,1,2,0,1,2,0,1,4,0,2,2,2,6,13,14,19,20,30,2, ,2, ,2, ,6,1,2, , , ,2, ,1,3,2, ,3,4,4,3,2, , , , , , , , , , , ,6,2,2,2,2,4,8500,3,2,30,100,2, ,2,2,1,2,2,2,2,2,2,3,2,3,2,3,3,1, ,3,2,1,4,3,3,2,2,3,3, , ,10,0,5,4,5,1,3,3,4,2,3,3,1,6,6,2, , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,5,1,4,2,2,1, , , ,5,1,1, ,2,2,4,3,3,2,5,4,2, ,4,2, , ,3,4,4,4,3,4,2,1,3,3,2,4,3,3,3,2,1,1,1,1,3,3,3,1,4, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,9, ,4,4,4, , , , , , , , , , , , , , , ,.379198941229992,2082.26429445691
