NID,GUBUN,CODE12,CODE3,CODE4,BIR1,BIR2,BIR3,TYPE,MFAM1,MFAM2,MFAM3,FFAM1,FFAM2,FFAM3,FAM1,FAM2,FAM3,HFAM1,HFAM2,Q1A1,Q1A2,Q1B1,Q1B2,Q1C1,Q1C2,Q2,Q2A,Q3,Q3A,Q4,Q4A,Q5,Q6,Q7,Q7_1,Q7_2,Q8,Q9,Q9A,Q10,Q11,Q12,Q12_1,Q13,Q14A1,Q14A2,Q14A3,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,BQ11A1,BQ11A2,BQ11A3,BQ11A4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q30,Q30_1,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q31A6,Q31A7,Q31A8,Q31A9,Q32A1,Q32A2,Q32A3,Q32A4,Q32A5,Q32A6,Q33,Q33_1,Q34,Q35,Q35_1,Q35_2,Q36,Q37,Q38,Q39,Q40,Q41,Q41A,Q41B,Q41C1,Q41C2,Q42A1,Q42A2,Q42A3,Q42A4,Q42A5,Q42A6,Q42A7,Q42A8,Q42A9,Q42A10,Q42A11,Q42A12,Q42A13,Q43,Q44,Q45,Q46,Q47,Q47_1,Q48,Q48A,Q49,Q49A,Q49B1,Q49B2,Q50,Q50A,Q50B1,Q50B2,Q51,Q52,Q53,Q54,Q54_1,Q55,Q56A1,Q56A2,Q56A3,Q57,Q58,Q59,BQ25,Q60,Q60_1,Q61,Q62,Q63,Q64,Q65A1,Q65A2,Q66,Q67A1,Q67A2,Q67A3,Q67A4,Q67A5,Q68,Q68_1,Q69,Q70,Q70_1,Q70_2,Q71A1,Q71A2,Q71A3,Q71A4,Q72,Q73,Q74,Q74A,Q75A1,Q75A2,Q75A3,Q75A4,Q75A5,Q75A6,Q75A7,Q76A1,Q76A2,Q76A3,Q76A4,Q76A5,Q77A1,Q77A2,Q77A3,Q78,Q79,Q79_1,Q79_2,Q80,Q80A,Q81,Q81A,Q82,Q82_1A1,Q82_1A2,Q82_1B1,Q82_1B2,Q83A1,Q83A2,Q83A3,Q83A4,Q83_1A1,Q83_1A2,Q83_1A3,Q83_1A4,Q84,Q85,Q86,Q87A1,Q87A2,Q87A3,Q87A4,DQ1,DQ2,DQ3,BDQ3A1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ4C,DQ4D1,DQ4D2,DQ4E,DQ4F1,DQ4F2,DQ5A,DQ5B1,DQ5B2,DQ5C,DQ5D,DQ5E,DQ5F1,DQ5F2,WT,WWT
10167,1,31050560381,5,22,1979,8,21,3,3,0,1,1,0,1,4,0,2,2,2,5,12,13,18,19,30,2, ,2, ,2, ,6,6,2, , ,1,1,2,2,3,2, ,3,4,4,4,1,2,2, ,3,4,3,4, , , , , , ,2,2,2,2,10000,3,2,50,0,2, ,2,2,2,2,2,2,2,1,2,2,3,4,3,4,4,1, ,3,2,3,7,1, , , , , , , , , , , , , , , , , , , , , , , ,8,300,3,1,5,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,3, ,2, ,4,2,1, ,2,2,3,4,5,4,4,4,1,3,3,2, , ,2,4,5,4,2,2,2,3,4,2,3,4,2,4,4,4,4,2,3,3,2,2,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,5,4,4,9,4,1998,3,1,2000,2,1,1, ,1,1,3,8,0,1.90434179039279,10457.1571368707
10168,1,31050560381,5,22,1980,3,31,3,3,0,1,1,0,1,4,0,2,2,2,3,12,13,19,20,30,3, ,3, ,3, ,6,5,1,1,1,1,1,2,2,3,2, ,2,4,4,4,1,2,2, ,2,3,2,2, , , , , , ,2,2,2,4,9000,3,3,30,0,2, ,2,2,2,2,1,2,2,1,2,2,3,3,3,2,3,1, ,3,2,5,5,1, , , , , , , , , , , , , , , , , , , , , , , ,5,50,2,1,2,3, ,3, , , ,3, , , ,2, , , , ,4,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,2,4,4,4,1,7,4,2, , ,2,2,2,5,2,4,2,1,4,2,4,3,2,4,4,4,4,4,4,4,2,3,2,2,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,5,4,4,9,7,1999,3,1,2001,2,1,2, ,2,1,1,1,0,2.05143594325799,11264.8832909605
10169,1,11210810181,25,38,1980,7,10,3,1,0,1,3,0,1,4,0,2,2,2,6,13,14,19,20,34,2, ,1,30,1,31,5,8,1,1,1,1,1,2,2,3,2, ,3,4,4,4,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,8,9000,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1, ,2,2,6,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,400,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,1,3,2,2,3, ,2, ,4,1,1, ,2,2,4,4,4,3,3,4,2, ,4,2, , ,5,2,6,3,7,2,2,4,5,4,4,4,2,4,3,4,4,4,2,3,3,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,6,4,1,1,1998,3,1,2003,2,1,1, ,1,1,5,8,0,.720369745973687,3955.70777698511
10170,1,11210810181,25,38,1982,3,6,3,1,0,1,3,0,1,4,0,2,2,2,4,12,13,19,20,33,2, ,1,30,1,32,5,7,1,1,1,1,1,2,2,2,2, ,2,4,5,5,1,2,2, ,4,5,4,4, , , , , , ,2,2,1,8,9000,3,1,50,0,2, ,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1, ,3,1,6,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,5,4,4,4,2,2,3, ,2, ,4,1,1, ,2,2,3,4,5,4,5,4,2, ,4,2, , ,3,6,2,5,7,4,2,2,4,3,5,4,3,4,4,4,3,3,2,2,3,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,6,4,4,1,7,2000,3,1,2005,2,1,1, ,1,1,3,10,0,.924054784067785,5074.18685491374
10171,1,11210810181,2,11,1980,4,5,3,1,0,1,1,0,1,2,0,2,2,2,4,10,14,19,20,35,1,28,1,30,1,33,6,7,2, , ,1,2, ,1,3,1,5,2,1,4,4,1,2,2, ,2,1,2,4, , , , , , ,2,2,2,8,8600,3,2,40,0,2, ,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,1, ,2,2,3,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,300,3,1,5,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,4,2,2,3, ,2, ,4,2,1, ,2,2,4,4,5,4,5,4,1,5,4,2, , ,6,2,2,4,1,3,2,3,4,2,3,4,2,4,3,4,4,4,4,4,2,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,5, ,6,4,4,1,2,1999,3,1,2007,2,1,1, ,1,1,4,7,0,.720369745973687,3955.70777698511
10172,1,11210810181,2,11,1983,9,15,3,1,0,1,1,0,1,2,0,2,2,2,5,12,13,19,20,32,1,25,1,28,1,30,7,8,1,1,1,1,2, ,2,3,2, ,3,4,4,4,1,2,2, ,2,3,4,4, , , , , , ,2,2,2,8,9000,2,2,40,0,2, ,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,1, ,3,2,3,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,250,2,1,5,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,4,2,2,3, ,2, ,4,1,1, ,2,2,2,3,5,3,4,4,2, ,3,2, , ,2,3,3,3,1,2,2,3,5,4,2,4,2,4,4,2,3,3,3,3,1,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,5,4,4,1,2,2002,3,1,2005,2,1,1, ,1,1,2,4,0,.676174085094343,3713.01974014493
10173,1,11210810181,36,51,1992,1,16,3,1,0,1,1,0,1,2,0,2,2,2,4,13,14,19,20,36,3, ,1,33,1,35,7,8,2, , ,1,2, ,2,3,2, ,3,4,4,4,1,2,2, ,3,4,4,4, , , , , , ,2,2,2,8,9500,3,2,40,0,2, ,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1, ,3,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,200,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,5,4,1,4,2,2,3, ,2, ,4,2,1, ,2,2,3,3,4,3,3,3,2, ,4,1,2,5,3,2,6,4,2,3,2,2,5,3,4,4,3,4,4,4,4,2,3,2,1,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,5,4,4,1,1,2011,3,1,2013,2,1,1, ,1,1,3,1,0,.48772426989708,2678.20060217623
10174,1,11210810181,36,51,1989,9,24,3,1,0,1,1,0,1,2,0,2,2,2,7,13,14,19,20,29,3, ,1,28,1,30,6,2,2, , ,1,2, ,2,3,2, ,3,4,4,4,1,2,2, ,2,3,3,3, , , , , , ,2,2,2,4,9000,3,1,60,0,2, ,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,1, ,2,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,5,4,4,4,2,2,3, ,2, ,4,2,1, ,2,2,3,4,5,4,4,4,1,3,3,2, , ,6,1,6,2,7,4,2,3,4,5,4,5,3,5,4,3,3,2,2,2,1,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,5,4,4,4,2,2009,3,1,2012,2,1,1, ,1,1,4,3,0,.541771082367092,2974.98346625933
10175,1,3105068015A,49,49,1983,6,9,2,2,0,1,1,0,1,3,0,2,2,2,4,13,14,18,19,35,2, ,2, ,1,30,6,6,1,1,1,1,1,1,2,2,2, ,2,2,4,4,1,2,2, ,3,4,4,4, , , , , , ,2,1,1,8,9500,3,1,60,0,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1, ,3,1,1,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,4,2,4,2,2,3, ,2, ,4,1,1, ,2,2,3,4,5,4,4,4,2, ,3,2, , ,2,5,6,3,3,3,2,2,5,4,4,4,3,4,2,4,3,4,3,3,1,2,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,4,4,9,1,2002,3,1,2008,2,1,1, ,1,1,4,7,0,1.42777604894985,7840.23045414002
10176,1,3105068015A,49,49,1984,10,23,2,2,0,1,1,0,1,3,0,2,2,2,4,12,13,20,21,30,2, ,1,32,1,32,4,1,2, , ,1,1,1,2,2,2, ,3,4,4,4,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,8,8600,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1, ,3,2,3,5,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,1,4,1,4,2,2,3, ,2, ,4,1,1, ,2,2,3,4,5,4,4,4,1,4,4,2, , ,2,3,6,4,2,3,2,3,4,2,4,3,4,4,3,4,2,4,2,3,2,3,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,5,4,9,7,2003,3,1,2007,2,1,1, ,1,1,4,7,0,.788416772691692,4329.36887851471
10179,1,31180561431,0,39,1985,3,4,12,1,0,1,2,0,1,3,0,2,2,2,3,8,9,18,19,29,2, ,2, ,2, ,1,2,1,1,3,2,1,1,2,3,1,7,3,5,5,5,2, , , , , , , , , , , ,3,2,2,2,1,4,8500,3,2,20,0,2, ,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1, ,3,2,3,5,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,2,1,1,1, ,3, , , ,3, , , ,1,1,1,2,5,9,4,1,5,2,2,3, ,2, ,3,2,1, ,2,2,3,2,3,4,1,3,2, ,4,2, , ,4,5,4,4,1,2,1, ,3,2,3,3,3,3,2,3,3,3,4,3,3,4,2,1,1, , ,2,3,2,1,2, , , , , , , , , , , , , , , , , , , ,1,1,2, ,4,4,3, , , , , , , ,1,1, ,1,1,2,2,6,2.71102353584849,14886.8229742914
10180,1,31180561431,10,11,1987,5,11,12,1,0,0,2,0,1,3,0,1,1,1,7,12,13,19,20,39,2, ,2, ,2, ,2,5,2, , , ,2, ,1,3,2, ,2,2,3,4,1,2,2, ,3,4,3,3, , , , , , ,2,2,2,4,10000,3,3,100,0,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,1, ,2,2,1,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,4,2, ,3, ,3, , , ,3, , , ,1,1,2,2,2,4,2,1,5,2,2,1, , , ,4,1,1, ,2,2,3,3,3,3,1,2,1,4,4,2, , ,4,4,4,5,4,3,2,5,3,2,2,3,3,3,3,3,5,5,4,1,4,4,3,1,1, , ,1, ,2,1,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,6,3,3,11,1,2007,3,1,2011,2,1,1, ,1,1,2,8,0,2.09871971893728,11524.5288413535
10182,1,31180561431,0,27,1999,5,18,1,3,0,1,2,0,0,5,0,1,1,1,5,13,14,18,19,30,1,25,1,28,1,30,4,6,2, , , ,2, ,1,3,2, ,1,1,3,2,2, , , , , , , , , , , ,2,2,2,2,2,2,10000,3,1,35,100,2, ,2,2,1,1,1,2,2,2,2,3,4,2,3,2,3,1, ,2,2,5,3,3,3,2,2,5,2, ,7, , ,4,4,2,4,2,1,2,2,1,2,3,6,6,8, , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,2,2,2,1, , , ,5,1,2,4,2,1,5,1,2,5,0,4,1,3,5,2, , ,6,3,3,5,8,5,2,4,3,3,4,4,3,3,2,5,4,3,3,2,1,3,3,2,3, , ,2,7,1, ,1,2018,2, , ,2,1,2,2, ,3, , ,2,1,2,4,4,4,3,1,3,7, ,4,6,6, , , , , , , , , , , , , , , ,1.97092557981318,10822.7832824765
10183,1,31180561431,2,3,1994,7,30,3,2,0,1,1,0,0,3,0,1,1,1,4,6,7,19,20,33,1,32,2, ,2, ,4,2,2, , , ,2, ,1,3,2, ,2,3,4,3,1,2,2, ,4,4,4,3, , , , , , ,2,2,1,1,10000,3,2,40,30,2, ,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,1, ,2,2,7,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,60,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,1, , , ,4,1,1, ,2,2,2,4,3,4,1,3,2, ,4,1,2,2,5,6,2,3,1,2,2,2,3,3,3,3,3,4,3,3,3,4,4,4,3,4,3,1,3, , ,2,4,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,4, ,4,4,4,11,2,2014,3,2, , ,1,2, ,2,1,1,1,0,3.82768581118013,21018.659675491
10184,1,31180561431,1,1,1996,3,6,12,1,0,0,2,0,1,3,0,1,1,1,8,13,14,19,20,29,2, ,2, ,2, ,4,2,2, , , ,2, ,1,3,1,5,3,4,4,4,1,2,2, ,2,3,3,4, , , , , , ,2,1,2,4,8350,3,1,50,30,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,5,50,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,5,2,1,2,2,1, , , ,5,1,1, ,2,2,3,3,3,3,2,2,1,4,4,1,2,5,4,2,2,4,1,2,2,5,4,2,2,3,3,4,3,2,4,3,3,3,4,4,3,1,2, , ,2,5,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,4,4,4,9,5,2018,3,2, , ,1,2, ,2,1,1,0,4,4.12123684324445,22630.6125746363
10185,1,31180561431,4,6,1990,12,1,12,2,0,0,2,0,1,4,0,1,1,1,7,14,15,19,20,26,1,27,2, ,2, ,1,1,2, , , ,2, ,1,2,2, ,3,3,5,5,1,1,2,1,3,3,2,2, , , , , , ,2,2,2,2,10000,2,2,100,10,2, ,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,1, ,3,2,3,6,1, , , , , , , , , , , , , , , , , , , , , , , ,4,180,4,2, ,3, ,3, , , ,3, , , ,1,3,1,1, ,7,4,2,2,2,2,1, , , ,4,1,1, ,2,2,3,4,4,3,4,4,2, ,4,2, , ,4,5,5,4,4,4,2,5,3,2,3,3,3,3,2,3,4,2,3,2,4,4,4,2,1, , ,2,3,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,5, ,6,4,4,14,6,2010,3,1,2015,2,1,1, ,1,1,3,1,2,1.6150442109158,8868.56087585855
10186,1,1115070050A,16,17,1984,3,15,2,1,0,1,1,0,1,2,0,2,2,2,8,12,13,19,20,31,2, ,2, ,1,29,2,2,1,1,2,2,2, ,1,3,2, ,3,4,4,4,1,2,2, ,3,2,3,3, , , , , , ,2,2,2,2,9850,3,1,35,0,2, ,2,2,1,2,1,2,2,2,2,2,3,3,3,2,2,2,5,3,2,1,2,3,3,2,2,1,3, , ,3,6,4,5,4,5,4,2,3,3,4,3,4,5,4,8, , , , , ,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,3,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,3,2,3,2,2, ,4,2, , ,5,3,3,3,2,3,2,3,4,3,2,4,3,3,3,4,3,4,5,4,4,4,3,1,4, , ,2,3,2,1,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,5,4,1,4,2004,3,1,2008,2, , , , , , , , ,1.36267564109558,7482.74988104077
10187,1,1115070050A,16,17,1982,7,20,2,1,0,1,1,0,1,2,0,2,2,2,8,12,13,19,20,35,1,30,1,31,1,31,2,2,1,2, ,2,2, ,1,3,2, ,3,4,5,4,1,1,1,1,2,3,3,3, , , , , , ,2,2,2,4,9870,2,1,60,0,2, ,2,2,1,2,1,2,2,2,2,2,3,3,3,2,3,2,5,3,2,1,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,380,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,3,3,2,2,3, ,2, ,4,1,1, ,2,2,3,1,2,3,1,2,1,3,4,2, , ,2,3,2,3,1,3,2,3,4,3,2,4,3,3,3,4,5,4,3,3,4,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,5,5,1,3,2002,3,1,2011,2,1,1, ,1,1,4,5,5,1.45174198044516,7971.83262389875
10188,1,1115070050A,6,7,1987,8,15,2,2,0,1,1,0,0,3,0,1,1,1,8,12,13,19,20,29,2, ,2, ,2, ,2,2,2, , , ,2, ,1,3,2, ,3,4,5,4,1,1,1,1,2,3,2,3, , , , , , ,2,2,2,2,10000,3,1,65,0,2, ,2,2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,5,3,1,5,2,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,2,1,1,3, ,3, , , ,3, , , ,2, , , , ,6,4,3,2,2,2,1, , , ,4,2,1, ,2,2,3,3,3,4,3,3,1,3,4,2, , ,3,3,2,2,1,3,2,2,4,2,3,4,3,2,3,4,5,3,3,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,6,5,6,1,5,2007,3,1,2013,2,1,1, ,1,1,5,3,2,1.2930975372693,7100.68130035448
10189,1,1115070050A,22,23,1995,5,15,2,1,0,0,3,1,1,4,1,1,2,2,8,12,13,19,20,30,1,27,1,31,1,31,2,2,2, , , ,2, ,1,3,2, ,3,3,4,4,1,2,2, ,2,3,2,2, , , , , , ,2,2,2,6,10000,2,1,65,50,2, ,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,1, ,3,1,1,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,4,2,2,1, , , ,4,2,1, ,2,2,3,3,2,3,1,3,2, ,4,2, , ,5,3,3,3,4,3,2,2,4,3,3,4,2,3,3,4,3,4,5,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,4,5,5,1,1,2016,3,2, , , , , , , , , , ,1.78653904528776,9810.27650707377
10191,1,1115070050A,26,27,1996,5,20,2,3,0,2,1,0,0,4,0,2,2,2,8,12,13,19,20,31,1,28,1,30,1,31,2,2,2, , , ,2, ,1,3,2, ,3,4,5,4,1,2,2, ,2,2,3,2, , , , , , ,2,2,2,2,9850,3,1,65,100,2, ,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,1, ,3,1,4,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,4,3,2,2,2,1, , , ,4,2,1, ,2,2,3,3,2,3,2,3,1,3,4,2, , ,5,3,3,3,1,3,2,2,4,3,3,4,2,2,3,3,4,5,4,3,4,4,5,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,5,4,1,5,2015,3,2, , , , , , , , , , ,1.67240122959836,9183.52080599917
10192,1,1115070050A,26,27,1994,3,11,2,3,0,2,1,0,0,4,0,2,2,2,8,12,13,19,20,34,2, ,2, ,2, ,3,2,2, , , ,2, ,1,2,2, ,3,4,5,4,1,1,1,1,3,2,3,3, , , , , , ,1,2,2,2,10000,3,1,65,100,2, ,2,2,1,2,1,2,2,2,2,2,3,3,2,3,3,1, ,3,2,1,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,4,2,2,1, , , ,4,2,1, ,2,2,3,3,2,3,1,3,2, ,5,2, , ,3,3,2,2,1,3,2,2,4,3,3,4,4,3,3,4,3,4,4,3,3,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,4,5,4,1,1,2013,3,2, , , , , , , , , , ,1.67240122959836,9183.52080599917
10193,1,1115066166A,37,36,1981,3,20,2,2,0,1,1,0,1,3,0,2,2,2,7,12,13,19,20,34,2, ,2, ,2, ,3,2,1,2, ,2,1,1,1,3,2, ,3,4,4,5,1,2,2, ,3,4,4,3, , , , , , ,2,2,2,6,9850,3,1,70,0,2, ,2,2,1,2,1,2,2,2,2,3,2,3,3,2,3,2,4,3,2,4,1,1, , , , , , , , , , , , , , , , , , , , , , , ,5,300,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,3,3,2,2,3, ,2, ,4,1,1, ,2,2,3,2,3,2,2,1,2, ,5,2, , ,3,2,3,3,1,3,2,2,4,3,4,3,3,2,3,4,3,4,4,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,6,5,4,1,3,2001,3,1,2008,2,1,1, ,1,1,3,8,10,1.45174198044516,7971.83262389875
10194,1,1115066166A,37,36,1983,3,10,2,2,0,1,1,0,1,3,0,2,2,2,8,12,13,19,20,30,1,29,1,28,2, ,2,2,1,2, ,2,1,1,1,3,2, ,3,3,4,4,1,2,2, ,3,3,2,3, , , , , , ,2,2,2,6,9750,3,1,35,0,2, ,2,2,1,2,1,2,2,2,2,2,2,3,3,2,2,2,3,3,1,4,2,3,3,2,2,2,3, , ,5,3,3,4,5,4,4,3,4,3,4,2,3,4,4,8, , , , , ,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,3,4,2,2,3, ,2, ,4,1,1, ,2,2,2,4,2,3,2,2,2, ,4,2, , ,3,3,2,2,2,3,2,3,4,2,3,3,2,3,4,4,3,4,3,3,4,4,4,1,4, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,5,4,5,9,1,2003,3,1,2007,2, , , , , , , , ,1.86222301777703,10225.8737475773
10197,1,1115066166A,42,41,1988,3,17,2,3,0,2,2,0,1,5,0,3,3,3,7,12,13,19,20,31,1,30,2, ,2, ,1,2,2, , , ,2, ,1,3,2, ,3,3,4,4,1,2,2, ,2,3,3,2, , , , , , ,2,2,2,2,9780,3,1,70,0,2, ,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,250,2,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,1, , , ,4,1,1, ,2,2,3,1,3,2,2,1,2, ,4,2, , ,2,3,2,3,4,4,2,2,4,3,3,4,2,3,3,4,3,4,5,3,4,3,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,6,5,5,1,1,2008,3,1,2015,2,1,1, ,1,1,5,3,5,1.2930975372693,7100.68130035448
10198,1,1115066166A,42,41,1990,5,10,2,3,0,2,2,0,1,5,0,3,3,3,7,12,13,19,20,34,2, ,2, ,2, ,2,2,2, , , ,2, ,1,3,2, ,3,4,5,4,1,1,1,3,3,4,4,4, , , , , , ,1,1,2,4,9800,3,1,40,100,2, ,2,2,1,2,1,2,2,2,2,2,3,2,2,3,2,1, ,3,1,6,3,3,3,2,2,4,2, ,6, , ,4,4,3,4,3,2,2,3,3,4,2,2,1,7, , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,4,4,4,2,2,1, , , ,4,2,1, ,2,2,2,2,4,2,1,2,2, ,4,2, , ,5,2,3,3,4,3,2,2,4,2,3,3,4,2,2,4,3,4,4,4,4,3,4,1,6,1,2,2,3,2,3,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,6,5,5,1,2,2009,3,1,2016,2, , , , , , , , ,1.09181684608427,5995.40501699065
10199,1,1115066166A,42,41,1989,3,28,2,3,0,2,2,0,1,5,0,3,3,3,8,12,13,19,20,31,2, ,2, ,2, ,2,2,2, , , ,2, ,1,3,2, ,3,3,4,4,1,2,2, ,3,2,3,3, , , , , , ,2,2,2,4,9850,3,1,60,0,2, ,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,4,3,2,4,1,1, , , , , , , , , , , , , , , , , , , , , , , ,5,200,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,3,4,2,2,1, , , ,4,1,1, ,2,2,3,4,2,3,2,2,2, ,5,2, , ,2,3,2,2,1,3,2,2,3,3,3,4,3,3,4,4,3,3,4,3,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,6,5,5,4,2,2009,3,1,2013,2,1,1, ,1,1,4,3,0,.982897743067378,5397.30640822159
10200,1,3102371090A,62,61,1989,11,17,2,1,0,1,1,0,1,2,0,2,2,2,5,12,13,18,19,33,2, ,2, ,1,40,2,6,1,2, ,1,2, ,1,3,2, ,2,2,1,2,2, , , , , , , , , , , ,4,2,2,2,2,4,9000,3,1,80,0,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,1, ,2,2,1,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,190,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,7,4,3,3,2,2,3, ,2, ,4,2,2,4,2,2,3,3,2,3,3,2,2, ,4,2, , ,2,2,2,5,4,3,2,2,4,3,2,4,3,3,3,4,3,3,4,3,3,3,4,1,1, , ,2,3,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,4,4,4, , , , , , , ,1,1, ,1,1,1,0,2,.661872577770362,3634.48703654337
